Tank ID,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625,626,627,628,629,630,631,632,633,634,635,636,637,638,639,640,641,642,643,644,645,646,647,648,649,650,651,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,671,672,673,674,675,676,677,678,679,680,681,682,683,684,685,686,687,688,689,690,691,692,693,694,695,696,697,698,699,700
27,2.989418529,3.334038876,3.163984017,2.801761345,2.511546359,2.543299428,2.263136196,2.131990976,1.99640357,1.938423899,1.813778671,1.700048377,1.599450594,1.475993723,1.383902533,1.28622171,1.190592905,1.108547303,1.03251728,0.974491964,0.922098969,0.880320358,0.856038675,0.829294177,0.818675682,0.807825411,0.805278104,0.800827222,0.809542428,0.811552196,0.824880216,0.835642169,0.849188343,0.86610611,0.881292324,0.901002012,0.912914052,0.934619051,0.952832965,0.965280973,0.978201249,0.992821909,0.996516323,1.003308772,1.011510492,1.016482305,1.017130033,1.01867731,1.017856213,1.007786374,1.003020693,0.988670923,0.971805665,0.948628388,0.924138336,0.898035197,0.867392517,0.838976306,0.810836777,0.779917909,0.7547207,0.732909746,0.716227188,0.701473097,0.6897945,0.678655931,0.667856593,0.658182187,0.650076463,0.64023044,0.629015194,0.62197619,0.613884917,0.605250381,0.59893329,0.592120891,0.581723684,0.576187292,0.564621111,0.558798497,0.549788552,0.543653223,0.536177082,0.529073016,0.524306228,0.516017044,0.512253235,0.507107824,0.503992692,0.497519175,0.495904804,0.490846593,0.486505543,0.482150565,0.477012792,0.471386106,0.46295184,0.460453683,0.451161886,0.445142857,0.438739085,0.428619004,0.424323372,0.414882609,0.40703654,0.399568699,0.39021065,0.380040066,0.3727997,0.362494726,0.354407308,0.345822297,0.335943026,0.326680539,0.317736157,0.308474319,0.299944892,0.293115195,0.282863313,0.27400701,0.270619153,0.268474508,0.264483542,0.253760794,0.249309932,0.239642784,0.233478655,0.231131993,0.221850655,0.220555954,0.221198443,0.209458814,0.20653477,0.206820957,0.201864606,0.197206399,0.191847477,0.190788052,0.189764725,0.184861957,0.184168094,0.179492633,0.178450973,0.175383668,0.173316457,0.171239145,0.169283323,0.163662055,0.162841184,0.162594397,0.160593298,0.159465468,0.160439031,0.157595055,0.153005172,0.155816796,0.153969447,0.148583101,0.149603108,0.149342005,0.145465551,0.1457647,0.145428611,0.146618881,0.143237267,0.142928348,0.142345035,0.143133865,0.144360949,0.141855164,0.141293945,0.14228276,0.142124532,0.14212999,0.141631451,0.142299262,0.141530685,0.14158528,0.143115565,0.143827962,0.142231475,0.143925297,0.144831369,0.14457316,0.147299507,0.147443015,0.150358952,0.148601355,0.150667667,0.150004222,0.1530864,0.152727012,0.15343927,0.156756472,0.154129857,0.155571681,0.157911049,0.15766918,0.158088034,0.157158022,0.123173973,0.124079079,0.122965337,0.125043229,0.125945951,0.129157376,0.128976061,0.127134988,0.127701324,0.130298531,0.129255681,0.128551897,0.13302533,0.132467676,0.130253453,0.134027206,0.135335626,0.133614297,0.13675325,0.136362143,0.13495022,0.137040439,0.134390436,0.13531094,0.136189741,0.139752681,0.137637546,0.140609414,0.139817056,0.14106238,0.140541662,0.141739142,0.143464108,0.141539665,0.143432664,0.139985448,0.14132251,0.142670969,0.143174099,0.142297297,0.14260164,0.145215918,0.147452544,0.145106922,0.144763915,0.149389921,0.148127952,0.146847545,0.147212968,0.14846073,0.148556559,0.14885157,0.150419189,0.149267917,0.150317252,0.152205008,0.153587366,0.151154345,0.151994468,0.143609666,0.15845767,0.154527896,0.154861813,0.156440464,0.154969735,0.154382778,0.157394218,0.155442688,0.154441067,0.15694447,0.157851428,0.156312583,0.156928008,0.158423047,0.158718139,0.161401688,0.162449717,0.163135088,0.160728124,0.162078202,0.160255976,0.15895073,0.161259061,0.160908197,0.159307636,0.160062583,0.161255646,0.162101597,0.159866961,0.160078393,0.161630185,0.161829555,0.162297253,0.163025449,0.161079957,0.161308984,0.160955195,0.162132099,0.160697051,0.160340899,0.1577502,0.159495969,0.157694002,0.156968714,0.156100865,0.155041872,0.154391589,0.154929494,0.155245926,0.154564988,0.153000284,0.150598746,0.15067366,0.148224053,0.148632844,0.146565161,0.145879002,0.144197042,0.144703235,0.142846557,0.142143722,0.140472979,0.138685672,0.139306183,0.138180848,0.135064917,0.13391024,0.134005634,0.132966735,0.132397065,0.131316851,0.130274694,0.129870623,0.127945247,0.125788641,0.126606811,0.125287407,0.121876639,0.119131487,0.118999688,0.118289832,0.116294435,0.11903165,0.118088467,0.116821633,0.11427581,0.115362404,0.113121427,0.111960705,0.113239024,0.112625518,0.109967113,0.110257751,0.109455602,0.107878888,0.107486725,0.106794721,0.103688643,0.102628835,0.102639251,0.102494187,0.100411739,0.101496494,0.100365417,0.100665963,0.099088921,0.098622661,0.097938381,0.097758413,0.097074348,0.095388945,0.094496149,0.095737794,0.093750051,0.093649693,0.092090694,0.092141207,0.092315275,0.090714638,0.09004397,0.088866058,0.089804467,0.090126547,0.090174804,0.089532015,0.088606867,0.087100868,0.086927611,0.085806888,0.086472154,0.0856471,0.085706719,0.084464614,0.082698919,0.081768291,0.081070261,0.081996288,0.081763842,0.082216568,0.08341501,0.080780253,0.080030712,0.079044065,0.077524782,0.077357004,0.076998815,0.077070401,0.075448364,0.075662286,0.076228433,0.074102816,0.074357262,0.075342911,0.075076983,0.074985918,0.074430902,0.072721577,0.073249729,0.073033651,0.070887857,0.071112717,0.072836892,0.071640513,0.07077023,0.071228792,0.069837661,0.067749167,0.069706309,0.06889829,0.066029403,0.066566579,0.06681662,0.067034544,0.066847936,0.074895168,0.068590282,0.06547446,0.064977401,0.063060684,0.062937569,0.063641281,0.063466453,0.06213197,0.062392627,0.061981251,0.062774557,0.063508783,0.062639666,0.061120777,0.060505034,0.059291241,0.059763858,0.059490159,0.059445715,0.059634064,0.059989294,0.059787554,0.058985599,0.059047613,0.05791106,0.056838024,0.057508685,0.056457003,0.055214594,0.055072339,0.054232021,0.05525244,0.05517721,0.054757409,0.053394685,0.052972716
